report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,crime_occurred,age_group
187,2020-01-09,2020-01-08,10:28:00,Delhi,541,VANDALISM,75,F,Blunt Object,Other Crime,4,Yes,13-02-2020,Morning,Senior-Citizen
188,2020-01-09,2020-01-08,18:53:00,Nagpur,236,IDENTITY THEFT,66,F,Unknown,Violent Crime,14,Yes,15-03-2020,Evening,Senior-Citizen
189,2020-01-09,2020-01-08,03:24:00,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,23-03-2020,Night,Adult
190,2020-01-11,2020-01-08,21:24:00,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,12-02-2020,Night,Adult
191,2020-01-09,2020-01-08,15:53:00,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,Null,Afternoon,Senior-Citizen
192,2020-01-09,2020-01-08,20:39:00,Delhi,381,IDENTITY THEFT,18,M,Blunt Object,Violent Crime,11,Yes,20-01-2020,Evening,Teenager
193,2020-01-10,2020-01-09,05:28:00,Ghaziabad,249,PUBLIC INTOXICATION,19,F,Unknown,Other Crime,3,No,Null,Morning,Teenager
194,2020-01-09,2020-01-09,04:00:00,Jaipur,389,DOMESTIC VIOLENCE,49,M,Unknown,Violent Crime,12,Yes,06-03-2020,Night,Adult
195,2020-01-11,2020-01-09,08:16:00,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,Null,Morning,Adult
196,2020-01-10,2020-01-09,00:18:00,Lucknow,562,DOMESTIC VIOLENCE,56,M,Other,Violent Crime,4,Yes,14-02-2020,Night,Adult
197,2020-01-10,2020-01-09,15:55:00,Ahmedabad,287,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,1,Yes,24-01-2020,Afternoon,Adult
198,2020-01-11,2020-01-09,10:20:00,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,22-01-2020,Morning,Adult
199,2020-01-10,2020-01-09,21:01:00,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,Null,Night,Senior-Citizen
200,2020-01-11,2020-01-09,02:06:00,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,Null,Night,Adult
201,2020-01-11,2020-01-09,04:27:00,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,05-02-2020,Night,Adult
202,2020-01-12,2020-01-09,18:52:00,Nagpur,484,FRAUD,63,M,Explosives,Other Crime,13,No,Null,Evening,Senior-Citizen
203,2020-01-10,2020-01-09,12:58:00,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,15-03-2020,Afternoon,Adult
204,2020-01-11,2020-01-09,13:00:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,14-03-2020,Afternoon,Teenager
205,2020-01-11,2020-01-09,02:34:00,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,03-03-2020,Night,Adult
206,2020-01-09,2020-01-09,23:51:00,Thane,246,VEHICLE - STOLEN,44,F,Unknown,Violent Crime,7,Yes,29-02-2020,Night,Adult
207,2020-01-11,2020-01-09,12:37:00,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,10-02-2020,Afternoon,Adult
208,2020-01-09,2020-01-09,20:15:00,Patna,542,ASSAULT,59,M,Unknown,Violent Crime,2,No,Null,Evening,Adult
209,2020-01-10,2020-01-09,17:29:00,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,Null,Evening,Adult
210,2020-01-12,2020-01-09,06:07:00,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,14-01-2020,Morning,Adult
211,2020-01-11,2020-01-09,20:05:00,Bhopal,148,COUNTERFEITING,15,M,Explosives,Other Crime,6,No,Null,Evening,Teenager
212,2020-01-10,2020-01-09,14:15:00,Delhi,439,FIREARM OFFENSE,34,M,Blunt Object,Fire Accident,17,No,Null,Afternoon,Adult
213,2020-01-11,2020-01-09,07:00:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,21-01-2020,Morning,Teenager
214,2020-01-11,2020-01-09,02:45:00,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,13-03-2020,Night,Senior-Citizen
215,2020-01-11,2020-01-09,00:56:00,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,01-09-2021,Night,Adult
216,2020-01-10,2020-01-09,09:23:00,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,Null,Morning,Teenager
217,2020-01-12,2020-01-10,05:32:00,Kolkata,572,COUNTERFEITING,73,M,Unknown,Other Crime,2,Yes,23-02-2020,Morning,Senior-Citizen
218,2020-01-11,2020-01-10,23:36:00,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,Null,Night,Adult
219,2020-01-12,2020-01-10,08:44:00,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,Null,Morning,Senior-Citizen
220,2020-01-12,2020-01-10,17:27:00,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,Null,Evening,Senior-Citizen
221,2020-01-10,2020-01-10,03:16:00,Kolkata,218,VEHICLE - STOLEN,24,F,Unknown,Violent Crime,1,Yes,15-02-2020,Night,Adult
222,2020-01-11,2020-01-10,05:29:00,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,22-01-2020,Morning,Senior-Citizen
223,2020-01-11,2020-01-10,19:37:00,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,Null,Evening,Adult
224,2020-01-12,2020-01-10,23:31:00,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,01-05-2020,Night,Adult
225,2020-01-10,2020-01-10,00:10:00,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,01-04-2020,Night,Adult
226,2020-01-10,2020-01-10,15:46:00,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,Null,Afternoon,Adult
227,2020-01-12,2020-01-10,23:35:00,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,16-03-2020,Night,Adult
228,2020-01-10,2020-01-10,01:56:00,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,Null,Night,Senior-Citizen
229,2020-01-13,2020-01-10,04:03:00,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,25-02-2020,Night,Senior-Citizen
230,2020-01-11,2020-01-10,08:27:00,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,Null,Morning,Adult
231,2020-01-12,2020-01-10,22:47:00,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,Null,Night,Adult
232,2020-01-12,2020-01-10,04:38:00,Patna,547,ARSON,32,F,Unknown,Fire Accident,12,Yes,15-02-2020,Night,Adult
233,2020-01-12,2020-01-10,19:09:00,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,Null,Evening,Child
234,2020-01-11,2020-01-10,03:46:00,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,Null,Night,Adult
235,2020-01-12,2020-01-10,20:30:00,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,14-01-2020,Evening,Adult
236,2020-01-13,2020-01-10,22:34:00,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,07-04-2020,Night,Teenager
237,2020-01-12,2020-01-10,06:53:00,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,Null,Morning,Adult
238,2020-01-12,2020-01-10,04:23:00,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,Null,Night,Adult
239,2020-01-12,2020-01-10,10:13:00,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,Null,Morning,Senior-Citizen
240,2020-01-11,2020-01-10,11:41:00,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,Null,Morning,Adult
241,2020-01-12,2020-01-11,00:34:00,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,Null,Night,Adult
242,2020-01-11,2020-01-11,03:03:00,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,12-02-2020,Night,Adult
243,2020-01-12,2020-01-11,11:51:00,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,06-04-2020,Morning,Adult
244,2020-01-13,2020-01-11,10:11:00,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,21-08-2020,Morning,Teenager
245,2020-01-13,2020-01-11,14:49:00,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,27-06-2020,Afternoon,Adult
246,2020-01-11,2020-01-11,17:14:00,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,Null,Evening,Senior-Citizen
247,2020-01-13,2020-01-11,08:58:00,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,24-03-2020,Morning,Adult
248,2020-01-14,2020-01-11,20:32:00,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,28-02-2020,Evening,Senior-Citizen
249,2020-01-13,2020-01-11,07:14:00,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,26-03-2020,Morning,Senior-Citizen
250,2020-01-13,2020-01-11,21:57:00,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,23-01-2020,Night,Child
251,2020-01-14,2020-01-11,02:39:00,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,Null,Night,Adult
252,2020-01-13,2020-01-11,15:11:00,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,31-03-2020,Afternoon,Senior-Citizen
253,2020-01-12,2020-01-11,01:17:00,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,06-02-2020,Night,Child
254,2020-01-12,2020-01-11,15:04:00,Nashik,123,ILLEGAL POSSESSION,39,M,Unknown,Other Crime,3,Yes,20-01-2020,Afternoon,Adult
255,2020-01-14,2020-01-11,21:38:00,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,No,Null,Night,Senior-Citizen
256,2020-01-13,2020-01-11,06:45:00,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,20-01-2020,Morning,Senior-Citizen
257,2020-01-12,2020-01-11,00:13:00,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,10-02-2020,Night,Adult
258,2020-01-11,2020-01-11,17:21:00,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,Null,Evening,Adult
259,2020-01-12,2020-01-11,22:11:00,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,02-04-2020,Night,Adult
260,2020-01-13,2020-01-11,08:18:00,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,Null,Morning,Adult
261,2020-01-12,2020-01-11,01:13:00,Chennai,542,BURGLARY,11,F,Unknown,Other Crime,7,Yes,28-05-2020,Night,Child
262,2020-01-12,2020-01-11,07:49:00,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,06-02-2020,Morning,Adult
263,2020-01-12,2020-01-11,08:50:00,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,Null,Morning,Adult
264,2020-01-13,2020-01-11,22:04:00,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,18-12-2020,Night,Senior-Citizen
265,2020-01-12,2020-01-12,19:08:00,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,21-02-2020,Evening,Senior-Citizen
266,2020-01-12,2020-01-12,03:39:00,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,Null,Night,Teenager
267,2020-01-13,2020-01-12,08:13:00,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,Null,Morning,Senior-Citizen
268,2020-01-14,2020-01-12,23:31:00,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,24-01-2020,Night,Teenager
269,2020-01-12,2020-01-12,08:35:00,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,No,Null,Morning,Senior-Citizen
270,2020-01-15,2020-01-12,07:42:00,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,28-02-2020,Morning,Adult
271,2020-01-13,2020-01-12,08:31:00,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,No,Null,Morning,Adult
272,2020-01-14,2020-01-12,23:49:00,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,06-02-2020,Night,Adult
273,2020-01-13,2020-01-12,11:51:00,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,No,Null,Morning,Adult
274,2020-01-14,2020-01-12,14:37:00,Bangalore,515,VEHICLE - STOLEN,56,F,Unknown,Violent Crime,6,No,Null,Afternoon,Adult
275,2020-01-14,2020-01-12,04:01:00,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,No,Null,Night,Senior-Citizen
276,2020-01-14,2020-01-12,06:07:00,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,No,Null,Morning,Adult
277,2020-01-12,2020-01-12,10:15:00,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,Null,Morning,Child
278,2020-01-15,2020-01-12,13:29:00,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,Null,Afternoon,Adult
279,2020-01-14,2020-01-12,04:56:00,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,30-01-2020,Night,Adult
280,2020-01-13,2020-01-12,04:19:00,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,07-04-2020,Night,Adult
281,2020-01-15,2020-01-12,10:14:00,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,Null,Morning,Child
282,2020-01-13,2020-01-12,00:49:00,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,14-03-2020,Night,Senior-Citizen
283,2020-01-13,2020-01-12,01:20:00,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,Null,Night,Adult
284,2020-01-14,2020-01-12,03:34:00,Mumbai,481,ARSON,55,F,Unknown,Fire Accident,5,Yes,28-03-2020,Night,Adult
285,2020-01-14,2020-01-12,15:38:00,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,Null,Afternoon,Senior-Citizen
286,2020-01-15,2020-01-12,05:53:00,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,25-03-2020,Morning,Adult
287,2020-01-13,2020-01-12,16:05:00,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,01-02-2020,Afternoon,Child
288,2020-01-14,2020-01-12,01:39:00,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,29-03-2020,Night,Adult
289,2020-01-14,2020-01-13,15:29:00,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,25-01-2020,Afternoon,Adult
290,2020-01-15,2020-01-13,10:14:00,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,Null,Morning,Adult
291,2020-01-13,2020-01-13,08:25:00,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,Null,Morning,Senior-Citizen
292,2020-01-15,2020-01-13,20:23:00,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,Null,Evening,Adult
293,2020-01-14,2020-01-13,11:50:00,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,No,Null,Morning,Adult
294,2020-01-14,2020-01-13,10:55:00,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,07-02-2020,Morning,Adult
295,2020-01-15,2020-01-13,11:43:00,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,07-03-2020,Morning,Adult
296,2020-01-13,2020-01-13,13:14:00,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,25-01-2020,Afternoon,Senior-Citizen
297,2020-01-13,2020-01-13,16:27:00,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,No,Null,Afternoon,Adult
298,2020-01-15,2020-01-13,04:47:00,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,26-01-2020,Night,Adult
299,2020-01-15,2020-01-13,04:55:00,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,Null,Night,Adult
300,2020-01-15,2020-01-13,04:57:00,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,05-04-2020,Night,Adult
301,2020-01-16,2020-01-13,08:43:00,Jaipur,390,IDENTITY THEFT,64,M,Unknown,Violent Crime,6,No,Null,Morning,Senior-Citizen
302,2020-01-16,2020-01-13,00:49:00,Chennai,206,ARSON,59,F,Unknown,Fire Accident,12,Yes,09-04-2020,Night,Adult
303,2020-01-13,2020-01-13,21:22:00,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,Null,Night,Child
304,2020-01-15,2020-01-13,20:23:00,Kalyan,139,PUBLIC INTOXICATION,30,F,Unknown,Other Crime,11,Yes,17-01-2020,Evening,Adult
305,2020-01-13,2020-01-13,16:47:00,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,21-01-2020,Afternoon,Teenager
306,2020-01-14,2020-01-13,07:31:00,Faridabad,431,FIREARM OFFENSE,27,M,Poison,Fire Accident,19,No,Null,Morning,Adult
307,2020-01-14,2020-01-13,22:40:00,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,15-01-2020,Night,Adult
308,2020-01-15,2020-01-13,07:24:00,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,Null,Morning,Senior-Citizen
309,2020-01-14,2020-01-13,17:26:00,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,Yes,10-07-2021,Evening,Adult
310,2020-01-15,2020-01-13,16:26:00,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,30-01-2020,Afternoon,Adult
311,2020-01-16,2020-01-13,16:21:00,Delhi,395,DRUG OFFENSE,29,F,Unknown,Other Crime,6,Yes,04-04-2020,Afternoon,Adult
312,2020-01-15,2020-01-13,12:22:00,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,Null,Afternoon,Adult
313,2020-01-15,2020-01-14,16:05:00,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,Null,Afternoon,Adult
314,2020-01-15,2020-01-14,04:12:00,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,Null,Night,Teenager
315,2020-01-16,2020-01-14,17:13:00,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,Yes,24-04-2020,Evening,Senior-Citizen
316,2020-01-14,2020-01-14,19:05:00,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,Yes,01-07-2020,Evening,Adult
317,2020-01-14,2020-01-14,12:47:00,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,23-01-2020,Afternoon,Adult
318,2020-01-15,2020-01-14,19:04:00,Nashik,106,COUNTERFEITING,67,M,Unknown,Other Crime,5,No,Null,Evening,Senior-Citizen
319,2020-01-15,2020-01-14,13:56:00,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,Null,Afternoon,Senior-Citizen
320,2020-01-16,2020-01-14,02:59:00,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,No,Null,Night,Adult
321,2020-01-16,2020-01-14,17:56:00,Pune,446,FRAUD,45,M,Poison,Other Crime,7,No,Null,Evening,Adult
322,2020-01-15,2020-01-14,15:37:00,Kolkata,503,TRAFFIC VIOLATION,62,M,Unknown,Traffic Fatality,18,Yes,28-01-2020,Afternoon,Senior-Citizen
323,2020-01-15,2020-01-14,21:12:00,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,Null,Night,Senior-Citizen
324,2020-01-15,2020-01-14,18:59:00,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,No,Null,Evening,Senior-Citizen
325,2020-01-17,2020-01-14,20:43:00,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,31-01-2020,Evening,Senior-Citizen
326,2020-01-17,2020-01-14,05:46:00,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,Null,Morning,Adult
327,2020-01-16,2020-01-14,12:44:00,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,Null,Afternoon,Adult
328,2020-01-14,2020-01-14,13:02:00,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,No,Null,Afternoon,Senior-Citizen
329,2020-01-15,2020-01-14,02:16:00,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,No,Null,Night,Senior-Citizen
330,2020-01-17,2020-01-14,16:31:00,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,23-02-2020,Afternoon,Adult
331,2020-01-16,2020-01-14,13:53:00,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,25-03-2020,Afternoon,Teenager
332,2020-01-15,2020-01-14,21:22:00,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,10-02-2020,Night,Adult
333,2020-01-15,2020-01-14,07:04:00,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,12-03-2020,Morning,Senior-Citizen
334,2020-01-16,2020-01-14,13:22:00,Hyderabad,225,VANDALISM,42,M,Unknown,Other Crime,8,No,Null,Afternoon,Adult
335,2020-01-16,2020-01-14,21:18:00,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,Null,Night,Senior-Citizen
336,2020-01-15,2020-01-14,20:02:00,Ahmedabad,359,SHOPLIFTING,40,F,Unknown,Other Crime,5,Yes,12-02-2020,Evening,Adult
337,2020-01-15,2020-01-15,15:06:00,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,Null,Afternoon,Adult
338,2020-01-17,2020-01-15,06:07:00,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,31-08-2020,Morning,Adult
339,2020-01-16,2020-01-15,10:01:00,Kanpur,419,DOMESTIC VIOLENCE,64,F,Unknown,Violent Crime,6,Yes,16-03-2020,Morning,Senior-Citizen
340,2020-01-15,2020-01-15,17:40:00,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,07-02-2020,Evening,Adult
341,2020-01-17,2020-01-15,16:24:00,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,13-07-2020,Afternoon,Teenager
342,2020-01-15,2020-01-15,04:41:00,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,Null,Night,Adult
343,2020-01-16,2020-01-15,21:41:00,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,30-03-2020,Night,Adult
344,2020-01-16,2020-01-15,07:58:00,Ghaziabad,559,ASSAULT,48,F,Unknown,Violent Crime,3,Yes,12-04-2020,Morning,Adult
345,2020-01-15,2020-01-15,10:55:00,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,Null,Morning,Senior-Citizen
346,2020-01-17,2020-01-15,04:37:00,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,No,Null,Night,Child
347,2020-01-17,2020-01-15,09:08:00,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,Null,Morning,Senior-Citizen
348,2020-01-17,2020-01-15,05:33:00,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,13-02-2020,Morning,Adult
349,2020-01-17,2020-01-15,09:42:00,Lucknow,343,TRAFFIC VIOLATION,17,F,Unknown,Traffic Fatality,19,No,Null,Morning,Teenager
350,2020-01-16,2020-01-15,18:19:00,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,09-02-2020,Evening,Adult
351,2020-01-18,2020-01-15,05:48:00,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,Null,Morning,Senior-Citizen
352,2020-01-15,2020-01-15,01:58:00,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,25-02-2020,Night,Adult
353,2020-01-16,2020-01-15,09:30:00,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,07-03-2020,Morning,Senior-Citizen
354,2020-01-16,2020-01-15,05:24:00,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,20-03-2020,Morning,Senior-Citizen
355,2020-01-16,2020-01-15,00:09:00,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,Null,Night,Adult
356,2020-01-18,2020-01-15,21:21:00,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,Null,Night,Adult
357,2020-01-18,2020-01-15,16:30:00,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,11,No,Null,Afternoon,Adult
358,2020-01-17,2020-01-15,09:44:00,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,Null,Morning,Child
359,2020-01-16,2020-01-15,18:11:00,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,04-03-2020,Evening,Adult
360,2020-01-17,2020-01-15,04:29:00,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,12-04-2020,Night,Teenager
361,2020-01-17,2020-01-16,01:07:00,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,Other Crime,9,No,Null,Night,Teenager
362,2020-01-17,2020-01-16,16:35:00,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,04-02-2020,Afternoon,Adult
363,2020-01-17,2020-01-16,13:30:00,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,Null,Afternoon,Adult
364,2020-01-17,2020-01-16,12:08:00,Nagpur,583,KIDNAPPING,11,F,Unknown,Other Crime,16,No,Null,Afternoon,Child
365,2020-01-19,2020-01-16,06:19:00,Jaipur,417,IDENTITY THEFT,43,F,Unknown,Violent Crime,15,No,Null,Morning,Adult
366,2020-01-16,2020-01-16,09:39:00,Nagpur,512,FRAUD,69,M,Unknown,Other Crime,14,No,Null,Morning,Senior-Citizen
367,2020-01-16,2020-01-16,08:38:00,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,Other Crime,13,No,Null,Morning,Adult
368,2020-01-16,2020-01-16,21:25:00,Chennai,392,KIDNAPPING,31,M,Unknown,Other Crime,15,No,Null,Night,Adult
369,2020-01-19,2020-01-16,11:57:00,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,Null,Morning,Adult
370,2020-01-19,2020-01-16,02:08:00,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,Yes,29-03-2020,Night,Adult
371,2020-01-19,2020-01-16,08:59:00,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,Null,Morning,Senior-Citizen
372,2020-01-17,2020-01-16,06:35:00,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,Null,Morning,Adult
